BioWare Version 5.4.8.0 Export
Device:	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)
Samples (#):	15000	15000	15000	15000
Rate (Hz):	1000.000000	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0	0
Contact period end (sample #):	8937	8937	8937	8937
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	8.937000	8.937000	8.937000	8.937000
First sample time (s):	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	0.551102	0.551102	0.551102	0.551102
Normalized length (m):	1.000000	1.000000	1.000000	1.000000
abs time (s)	Fx	Fy	Fz	Ax
	N	N	N	m
0.000000	30.441524	-1.397763	109.791644	0.091960
0.001000	30.288936	-1.207028	110.579982	0.092673
0.002000	30.288936	-1.397763	109.471125	0.093077
0.003000	30.441524	-1.359616	110.742696	0.091140
0.004000	30.365230	-1.435910	110.737451	0.094215
0.005000	30.555964	-1.245175	109.473103	0.093335
0.006000	30.746699	-1.321469	110.262412	0.091983
0.007000	30.479671	-1.283322	111.371267	0.092847
0.008000	30.594111	-1.435910	110.897215	0.092261
0.009000	30.594111	-1.283322	110.420557	0.094004
0.010000	30.555964	-1.283322	110.896563	0.093417
0.011000	30.403377	-1.130734	110.265694	0.094050
0.012000	30.517817	-1.283322	110.584255	0.093327
0.013000	30.479671	-1.092587	110.584593	0.093719
0.014000	30.441524	-1.054440	110.897553	0.093085
0.015000	30.327083	-0.939999	111.374214	0.092542
0.016000	30.479671	-0.939999	111.215774	0.093548
0.017000	30.288936	-0.978146	111.529722	0.094117
0.018000	30.403377	-0.978146	112.317726	0.092059
0.019000	30.517817	-1.168881	111.535304	0.092500
0.020000	30.555964	-1.168881	111.059293	0.093458
0.021000	30.365230	-1.054440	111.370278	0.092901
0.022000	30.327083	-0.978146	111.216092	0.092487
0.023000	30.327083	-1.016293	110.894923	0.093140
0.024000	30.021907	-0.939999	110.897215	0.093279
0.025000	30.136348	-0.978146	111.535617	0.091923
0.026000	30.174495	-1.054440	110.736800	0.094299
0.027000	30.250789	-0.863705	111.374548	0.093328
0.028000	30.250789	-1.130734	109.472455	0.095015
0.029000	30.327083	-1.092587	112.002788	0.091989
0.030000	30.365230	-1.168881	111.531367	0.093703
0.031000	30.098201	-0.978146	111.691782	0.091988
0.032000	30.365230	-1.245175	111.852220	0.092663
0.033000	30.098201	-0.978146	112.005417	0.092841
0.034000	30.212642	-1.130734	110.898204	0.093571
0.035000	30.174495	-1.054440	112.487996	0.092212
0.036000	30.098201	-0.749264	111.694750	0.091976
0.037000	30.250789	-0.939999	111.533659	0.092621
0.038000	29.869319	-1.207028	111.850893	0.092141
0.039000	29.907466	-1.283322	111.851230	0.092871
0.040000	30.365230	-1.092587	112.168127	0.091277
0.041000	30.288936	-0.939999	111.378170	0.093300
0.042000	30.250789	-0.901852	111.219711	0.092511
0.043000	30.212642	-0.825558	111.375537	0.092962
0.044000	30.021907	-0.863705	111.212809	0.091866
0.045000	29.945613	-0.939999	111.534966	0.092384
0.046000	30.098201	-0.787411	110.741726	0.093568
0.047000	29.869319	-0.825558	111.377517	0.092349
0.048000	29.869319	-0.672970	112.172083	0.092605
0.049000	29.983760	-0.711117	110.585244	0.093945
0.050000	29.793025	-0.749264	110.420870	0.093991
0.051000	29.640437	-0.711117	111.531031	0.091763
0.052000	29.602290	-0.749264	109.635184	0.095734
0.053000	29.716731	-0.520382	111.851568	0.093328
0.054000	29.411555	-0.596676	111.851231	0.092716
0.055000	29.678584	-0.482235	112.174719	0.093057
0.056000	29.564143	-0.520382	111.380462	0.092867
0.057000	29.602290	-0.482235	111.223985	0.092412
0.058000	29.564143	-0.253353	111.376526	0.093627
0.059000	29.602290	-0.177060	111.380462	0.092850
0.060000	29.831172	-0.520382	111.223330	0.092686
0.061000	29.793025	-0.672970	111.382442	0.091995
0.062000	29.564143	-0.787411	111.850579	0.093400
0.063000	29.831172	-0.444088	112.171094	0.091876
0.064000	29.831172	-0.329647	110.268328	0.093538
0.065000	29.945613	-0.329647	111.536944	0.092376
0.066000	29.793025	-0.329647	110.270307	0.093163
0.067000	29.945613	-0.291500	112.647779	0.092724
0.068000	29.869319	-0.215207	111.854515	0.092509
0.069000	29.945613	-0.253353	111.690813	0.093556
0.070000	29.754878	-0.100766	110.904774	0.092249
0.071000	29.907466	-0.215207	111.068492	0.092968
0.072000	29.907466	-0.100766	112.170445	0.093345
0.073000	29.945613	-0.100766	112.171750	0.091453
0.074000	30.250789	-0.062619	112.009352	0.093152
0.075000	29.793025	0.166263	111.534986	0.093572
0.076000	29.983760	0.089969	112.172083	0.092180
0.077000	30.174495	0.089969	112.650724	0.090755
0.078000	29.983760	0.089969	111.536945	0.091604
0.079000	30.021907	0.356998	111.226615	0.092217
0.080000	29.945613	0.166263	111.066515	0.092206
0.081000	30.250789	0.204410	112.170105	0.092072
0.082000	30.021907	0.204410	112.329216	0.092224
0.083000	30.021907	0.166263	112.807860	0.091259
