BioWare Version 5.4.8.0 Export
Device:	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)
Samples (#):	15000	15000	15000	15000
Rate (Hz):	1000.000000	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0	0
Contact period end (sample #):	7751	7751	7751	7751
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	7.751000	7.751000	7.751000	7.751000
First sample time (s):	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	0.551102	0.551102	0.551102	0.551102
Normalized length (m):	1.000000	1.000000	1.000000	1.000000
abs time (s)	Fx	Fy	Fz	Ax
	N	N	N	m
0.000000	16.867920	0.096927	164.495966	0.079466
0.001000	16.753479	0.135074	163.862489	0.080059
0.002000	16.791626	0.058780	163.698119	0.079784
0.003000	16.753479	-0.055661	164.181364	0.079639
0.004000	16.600891	0.020633	163.388444	0.080723
0.005000	16.562744	-0.093808	164.179384	0.080221
0.006000	16.906067	-0.131955	163.700434	0.080990
0.007000	16.753479	0.249515	163.070551	0.080838
0.008000	16.639038	0.058780	164.809605	0.080641
0.009000	16.791626	-0.208249	164.335552	0.080452
0.010000	16.906067	0.135074	164.494328	0.079210
0.011000	16.677185	-0.055661	163.225056	0.079664
0.012000	16.562744	0.020633	164.175452	0.079982
0.013000	16.410156	-0.017514	163.382187	0.080824
0.014000	16.715332	-0.475278	164.806300	0.079140
0.015000	16.486450	0.020633	164.491045	0.080107
0.016000	16.486450	0.020633	165.129783	0.079265
0.017000	16.677185	-0.017514	164.336541	0.080478
0.018000	16.486450	0.173221	164.172823	0.080528
0.019000	16.562744	-0.055661	164.179410	0.079943
0.020000	16.448303	-0.284543	164.334563	0.080310
0.021000	16.333862	-0.131955	165.288556	0.078861
0.022000	16.295715	-0.131955	164.808929	0.080007
0.023000	16.372009	-0.131955	164.492687	0.079375
0.024000	16.295715	-0.131955	164.651461	0.078695
0.025000	16.181274	-0.017514	165.436199	0.080736
0.026000	16.333862	-0.093808	164.330945	0.079865
0.027000	16.181274	-0.093808	165.127829	0.079601
0.028000	16.143127	-0.093808	165.440784	0.079731
0.029000	16.257568	-0.017514	164.331283	0.080383
0.030000	16.028687	0.096927	164.649167	0.079790
0.031000	16.028687	0.058780	165.127491	0.079658
0.032000	16.066833	0.325809	165.124540	0.080156
0.033000	15.952393	0.096927	164.806638	0.080115
0.034000	15.952393	0.096927	164.171183	0.079681
0.035000	16.181274	-0.017514	165.755726	0.079820
0.036000	16.257568	-0.208249	166.391830	0.079728
0.037000	15.952393	-0.017514	165.755724	0.080390
0.038000	16.219421	-0.093808	164.646868	0.080748
0.039000	16.143127	-0.093808	165.438491	0.080239
0.040000	16.219421	-0.093808	165.438155	0.079473
0.041000	16.257568	-0.055661	165.122561	0.080619
0.042000	16.372009	-0.246396	165.283649	0.080860
0.043000	16.257568	-0.017514	164.330624	0.080635
0.044000	16.295715	0.173221	165.433882	0.080729
0.045000	16.333862	-0.055661	165.125190	0.080076
0.046000	16.410156	0.058780	166.070665	0.080103
0.047000	16.257568	-0.170102	165.916815	0.080073
0.048000	16.600891	-0.093808	164.493023	0.080054
0.049000	16.219421	-0.093808	166.073297	0.080143
0.050000	16.677185	-0.170102	165.124226	0.080463
0.051000	16.677185	0.020633	164.488094	0.081065
0.052000	16.867920	-0.131955	164.489405	0.080000
0.053000	16.715332	-0.208249	165.120606	0.080728
0.054000	16.639038	-0.055661	165.278391	0.080310
0.055000	16.829773	-0.017514	166.067039	0.080251
0.056000	16.486450	-0.170102	164.801058	0.080730
0.057000	16.715332	-0.208249	166.072308	0.079754
0.058000	16.677185	-0.170102	165.601536	0.079609
0.059000	16.753479	-0.208249	166.390528	0.080079
0.060000	16.524597	-0.437131	164.651145	0.079874
0.061000	16.524597	-0.437131	164.481194	0.080891
0.062000	16.715332	-0.551572	165.438491	0.080067
0.063000	16.600891	-0.627866	164.648178	0.079625
0.064000	16.753479	-0.208249	165.290238	0.079935
0.065000	16.562744	-0.170102	166.859002	0.080294
0.066000	16.829773	-0.437131	165.751454	0.080150
0.067000	16.829773	-0.513425	165.436851	0.080292
0.068000	16.562744	-0.246396	164.962147	0.081238
0.069000	16.867920	-0.437131	165.275762	0.080506
0.070000	16.639038	-0.513425	164.802698	0.080424
0.071000	16.982361	-0.551572	165.435524	0.080013
0.072000	17.134949	-0.322690	163.694837	0.080964
0.073000	16.791626	-0.360837	165.749140	0.078932
0.074000	16.677185	-0.437131	163.535067	0.081056
0.075000	17.058655	-0.551572	163.697146	0.081211
0.076000	17.020508	-0.513425	163.060684	0.080821
0.077000	17.173096	-0.437131	164.010110	0.080786
0.078000	16.944214	-0.437131	163.697468	0.080496
0.079000	17.058655	-0.551572	163.216532	0.081354
0.080000	17.173096	-0.513425	163.530791	0.080165
0.081000	17.134949	-0.627866	163.376609	0.080113
0.082000	17.211243	-0.475278	164.170861	0.080303
0.083000	17.096802	-0.742306	162.901905	0.080489
0.084000	16.982361	-0.627866	164.012072	0.079833
