BioWare Version 5.4.8.0 Export
Device:	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)
Samples (#):	15000	15000	15000	15000
Rate (Hz):	1000.000000	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0	0
Contact period end (sample #):	7741	7741	7741	7741
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	7.741000	7.741000	7.741000	7.741000
First sample time (s):	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	0.551102	0.551102	0.551102	0.551102
Normalized length (m):	1.000000	1.000000	1.000000	1.000000
abs time (s)	Fx	Fy	Fz	Ax
	N	N	N	m
0.177000	38.912313	4.345636	170.352690	0.104775
0.178000	38.836020	4.269342	170.668936	0.103602
0.179000	38.836020	4.231195	171.150884	0.103599
0.180000	38.988607	4.460077	172.567100	0.103378
0.181000	39.103048	4.345636	171.623940	0.103366
0.182000	39.103048	4.307489	171.143326	0.103837
0.183000	38.988607	4.231195	172.254813	0.103506
0.184000	39.255636	4.193048	172.413248	0.102980
0.185000	39.103048	4.193048	171.940184	0.102931
0.186000	39.370077	4.231195	172.415564	0.103399
0.187000	39.255636	4.383783	172.410962	0.104235
0.188000	39.408224	4.269342	172.254813	0.103383
0.189000	39.255636	4.383783	172.254451	0.102235
0.190000	39.370077	4.345636	170.992762	0.103911
0.191000	39.255636	4.307489	171.938544	0.103148
0.192000	39.217489	4.421930	171.621987	0.103827
0.193000	39.331930	4.383783	170.509825	0.103438
0.194000	39.255636	4.116754	173.205523	0.102601
0.195000	39.179342	4.116754	171.782402	0.102858
0.196000	38.874166	4.154901	171.145281	0.102907
0.197000	38.988607	4.307489	171.618996	0.102222
0.198000	38.874166	4.154901	171.469084	0.102158
0.199000	38.874166	4.193048	172.731135	0.101658
0.200000	38.645284	4.116754	171.622285	0.101799
0.201000	38.912313	4.345636	171.465466	0.101692
0.202000	38.645285	3.811578	171.781396	0.102064
0.203000	38.721579	4.078607	171.940822	0.100838
0.204000	38.492696	4.040460	170.520013	0.102836
0.205000	38.492696	4.116754	172.579559	0.100233
0.206000	38.301961	4.154901	170.991099	0.102519
0.207000	38.378255	3.964166	170.995032	0.101719
0.208000	38.416402	4.116754	171.146569	0.100580
0.209000	38.378255	4.193048	170.998988	0.102411
0.210000	38.340108	3.964166	170.523303	0.102351
0.211000	38.187520	4.154901	170.360887	0.101940
0.212000	38.149373	4.078607	171.942148	0.101473
0.213000	37.996785	3.926019	170.355306	0.102533
0.214000	38.187520	4.078607	171.470074	0.101846
0.215000	38.492696	4.002313	171.940507	0.101881
0.216000	38.073079	3.926019	170.998321	0.101782
0.217000	38.187520	4.078607	172.263651	0.101474
0.218000	37.996785	3.849725	170.680766	0.102484
0.219000	38.263814	4.078607	171.469085	0.101589
0.220000	38.149373	3.773431	171.946418	0.101678
0.221000	38.187520	3.926019	171.465151	0.102882
0.222000	38.149373	4.040460	171.788296	0.101895
0.223000	38.187520	4.116754	172.579581	0.101773
0.224000	38.073079	4.040460	170.521992	0.103181
0.225000	38.187520	3.887872	172.414889	0.102781
0.226000	38.263814	4.193048	172.418828	0.102737
0.227000	38.340108	4.002313	172.897160	0.102258
0.228000	38.378255	4.078607	173.852478	0.101621
0.229000	38.301961	4.536371	172.420139	0.102485
0.230000	38.149373	4.040460	172.420814	0.102988
0.231000	38.378255	4.193048	172.264663	0.102859
0.232000	38.454549	3.926019	171.631499	0.103234
0.233000	38.568990	4.078607	172.422793	0.102836
0.234000	38.416402	3.964166	172.107851	0.103065
0.235000	38.721578	4.116754	173.850853	0.102731
0.236000	38.454549	3.964166	173.534272	0.102511
0.237000	38.416402	4.116754	173.848561	0.103571
0.238000	38.416402	4.116754	173.849863	0.103328
0.239000	38.492696	4.116754	174.161853	0.103870
0.240000	38.378255	4.154901	173.530000	0.103565
0.241000	38.454549	4.154901	173.687471	0.103573
0.242000	38.416402	4.002313	173.846919	0.104077
0.243000	38.187520	4.345636	175.431438	0.102689
0.244000	38.683431	4.345636	174.792072	0.104903
0.245000	38.530843	4.231195	174.167118	0.104788
0.246000	38.378255	4.269342	176.064963	0.104385
0.247000	38.492696	4.116754	177.178066	0.103044
0.248000	38.645284	4.154901	177.809252	0.102644
0.249000	38.759725	4.269342	177.332930	0.104445
0.250000	38.721578	4.383783	177.808285	0.103810
0.251000	38.607137	4.307489	177.333901	0.104508
0.252000	38.645284	4.193048	178.123564	0.104596
0.253000	38.568990	4.231195	178.599248	0.105160
0.254000	38.683431	4.498224	178.757056	0.105623
0.255000	38.607137	4.498224	178.751797	0.105459
0.256000	38.950459	4.307489	179.867869	0.104022
0.257000	38.836019	4.688959	179.067390	0.105453
0.258000	38.683431	4.460077	181.295276	0.104975
0.259000	38.797872	4.917840	180.821232	0.104638
0.260000	38.797872	4.498224	181.131219	0.104764
0.261000	38.988606	4.574518	182.560621	0.105079
0.262000	38.492696	4.879693	182.560299	0.106381
0.263000	38.645284	4.955987	183.669470	0.105321
0.264000	38.683431	4.803400	183.509368	0.106012
0.265000	38.836019	4.727106	185.094233	0.104552
0.266000	38.721578	5.070428	185.255324	0.104110
0.267000	38.645284	4.765253	186.203757	0.104948
0.268000	38.225667	4.955987	185.414120	0.105169
0.269000	38.378255	4.994134	186.357607	0.106013
0.270000	38.378255	5.070428	186.999658	0.105771
0.271000	38.492696	5.108575	188.428691	0.104767
0.272000	38.454549	5.261163	189.063831	0.105743
0.273000	38.149373	5.184869	189.696651	0.104788
0.274000	38.034932	5.299310	189.385021	0.106065
0.275000	37.882344	5.528192	190.808480	0.106311
0.276000	37.653462	5.680780	192.075138	0.106513
0.277000	37.615315	5.566339	194.138975	0.105411
0.278000	37.577168	5.642633	194.614346	0.106342
0.279000	37.653462	5.985956	198.098701	0.105443
0.280000	37.386434	5.757074	198.890001	0.106881
0.281000	37.233846	5.833368	200.317087	0.107281
0.282000	37.119405	6.024103	201.901628	0.107478
0.283000	36.966817	6.138544	204.122285	0.106893
0.284000	36.737935	6.214838	207.134226	0.106231
0.285000	36.661641	6.252985	209.975896	0.106636
0.286000	36.280171	6.825189	212.361920	0.106090
